Total population,year,population
Tonga,1972,86349.0
Transnistria,1972,
Trinidad and Tobago,1972,968742.0
Tunisia,1972,5287548.0
Turkey,1972,36475356.0
Turkmenistan,1972,2318070.0
Turks and Caicos Islands,1972,5924.0
Tuvalu,1972,7459.0
Uganda,1972,9988321.0
Ukraine,1972,47783013.0
United Arab Emirates,1972,324069.0
United Kingdom,1972,55927492.0
United States,1972,213219515.0
Uruguay,1972,2821437.0
USSR,1972,247314069.0
Uzbekistan,1972,12762439.0
Wallis et Futuna,1972,8774.0
Vanuatu,1972,90824.0
Venezuela,1972,12286434.0
West Bank and Gaza,1972,1180273.0
West Germany,1972,61400976.0
Western Sahara,1972,73481.0
Vietnam,1972,45549487.0
Virgin Islands (U.S.),1972,72610.0
North Yemen (former),1972,5058770.0
South Yemen (former),1972,1576564.0
Yemen,1972,6370599.0
Yugoslavia,1972,20193164.0
Zambia,1972,4484141.0
Zimbabwe,1972,5573312.0
Åland,1972,21074.0
South Sudan,1972,3823605.0
Curaçao,1972,147154.0
Sint Maarten (Dutch part),1972,7894.0
St. Martin (French part),1972,
Antarctica,1972,
Bouvet Island,1972,
British Indian Ocean Territory,1972,
Clipperton,1972,
French Southern and Antarctic Lands,1972,
Gaza Strip,1972,
Heard and McDonald Islands,1972,
Northern Marianas,1972,
South Georgia and the South Sandwich Islands,1972,
US Minor Outlying Islands,1972,
Virgin Islands,1972,
West Bank,1972,
Abkhazia,1973,
Afghanistan,1973,12022514.0
Akrotiri and Dhekelia,1973,12535.0
Albania,1973,2305999.0
Algeria,1973,15804428.0
American Samoa,1973,29014.0
Andorra,1973,28231.0
Angola,1973,6750215.0
Anguilla,1973,6554.0
Antigua and Barbuda,1973,67972.0
Argentina,1973,25213388.0
Armenia,1973,2705584.0
Aruba,1973,60239.0
Australia,1973,13552190.0
Austria,1973,7598925.0
Azerbaijan,1973,5496061.0
Bahamas,1973,181489.0
Bahrain,1973,239860.0
Bangladesh,1973,68658472.0
Barbados,1973,242980.0
Belarus,1973,9245514.0
Belgium,1973,9734412.0
Belize,1973,129294.0
Benin,1973,3110074.0
Bermuda,1973,53980.0
Bhutan,1973,324465.0
Bolivia,1973,4798510.0
Bosnia and Herzegovina,1973,3885229.0
Botswana,1973,765177.0
Brazil,1973,103320787.0
British Virgin Islands,1973,10263.0
Brunei,1973,148067.0
Bulgaria,1973,8644419.0
Burkina Faso,1973,5930487.0
Burundi,1973,3582952.0
Cambodia,1973,7478147.0
Cameroon,1973,7327874.0
Canada,1973,22488744.0
Cape Verde,1973,273211.0
Cayman Islands,1973,10785.0
Central African Republic,1973,1937383.0
Chad,1973,3908729.0
Channel Islands,1973,124728.0
Chile,1973,10087377.0
China,1973,869474823.0
Christmas Island,1973,1167.0
Cocos Island,1973,442.0
Colombia,1973,23674505.0
Comoros,1973,242875.0
"Congo, Dem. Rep.",1973,21690604.0
"Congo, Rep.",1973,1464052.0
Cook Is,1973,21177.0
Costa Rica,1973,1995744.0
Cote d'Ivoire,1973,6021405.0
Croatia,1973,4469035.0
Cuba,1973,9176051.0
Cyprus,1973,635109.0
Czech Republic,1973,9936604.0
Czechoslovakia,1973,14554245.0
Denmark,1973,5015766.0
Djibouti,1973,190536.0
Dominica,1973,71745.0
Dominican Republic,1973,4889437.0
East Germany,1973,16895223.0
Ecuador,1973,6611916.0
Egypt,1973,37046807.0
El Salvador,1973,3958616.0
Equatorial Guinea,1973,262399.0
Eritrea,1973,1958444.0
Eritrea and Ethiopia,1973,33798816.0
Estonia,1973,1398497.0
Ethiopia,1973,31028728.0
Faeroe Islands,1973,39731.0
Falkland Is (Malvinas),1973,1946.0
Fiji,1973,554109.0
Finland,1973,4668813.0
France,1973,52214014.0
French Guiana,1973,52883.0
French Polynesia,1973,122355.0
Gabon,1973,624625.0
Gambia,1973,489860.0
Georgia,1973,4832510.0
Germany,1973,78732884.0
Ghana,1973,9350111.0
Gibraltar,1973,25121.0
Greece,1973,8897126.0
Greenland,1973,48740.0
Grenada,1973,93629.0
Guadeloupe,1973,325601.0
Guam,1973,89463.0
Guatemala,1973,5901980.0
Guernsey,1973,53812.0
Guinea,1973,4319502.0
Guinea-Bissau,1973,751512.0
Guyana,1973,720919.0
Haiti,1973,4960655.0
Holy See,1973,685.0
Honduras,1973,2928190.0
"Hong Kong, China",1973,4147596.0
Hungary,1973,10454502.0
Iceland,1973,212731.0
India,1973,593451889.0
Indonesia,1973,124242299.0
Iran,1973,30903565.0
Iraq,1973,10951169.0
Ireland,1973,3076273.0
Isle of Man,1973,59326.0
Israel,1973,3137029.0
Italy,1973,54623207.0
Jamaica,1973,1960043.0
Japan,1973,108085729.0
Jersey,1973,70972.0
Jordan,1973,1873548.0
Kazakhstan,1973,13751019.0
Kenya,1973,12529810.0
Kiribati,1973,53605.0
North Korea,1973,15603001.0
South Korea,1973,33435268.0
United Korea (former),1973,49237857.0
Kosovo,1973,1498920.0
Kuwait,1973,926817.0
Kyrgyz Republic,1973,3169771.0
Lao,1973,2916148.0
Latvia,1973,2424149.0
Lebanon,1973,2480426.0
Lesotho,1973,1098033.0
Liberia,1973,1538882.0
Libya,1973,2409101.0
Liechtenstein,1973,22562.0
Lithuania,1973,3237597.0
Luxembourg,1973,348173.0
"Macao, China",1973,252845.0
"Macedonia, FYR",1973,1768996.0
Madagascar,1973,7152391.0
Malawi,1973,4996861.0
Malaysia,1973,11741849.0
Maldives,1973,127717.0
Mali,1973,6256192.0
Malta,1973,305398.0
Marshall Islands,1973,23440.0
Martinique,1973,327897.0
Mauritania,1973,1253839.0
Mauritius,1973,865173.0
Mayotte,1973,41958.0
Mexico,1973,57283361.0
"Micronesia, Fed. Sts.",1973,62289.0
Moldova,1973,3747925.0
Monaco,1973,24440.0
Mongolia,1973,1397305.0
Montenegro,1973,537764.0
Montserrat,1973,11689.0
Morocco,1973,17097003.0
Mozambique,1973,9901052.0
Myanmar,1973,29209686.0
Namibia,1973,855965.0
Nauru,1973,6862.0
Nepal,1973,12753028.0
Netherlands,1973,13369326.0
Netherlands Antilles,1973,163769.0
New Caledonia,1973,119154.0
New Zealand,1973,2989985.0
Ngorno-Karabakh,1973,
Nicaragua,1973,2629503.0
Niger,1973,4887484.0
Nigeria,1973,60285453.0
Niue,1973,4454.0
Norfolk Island,1973,1806.0
Northern Cyprus,1973,
Northern Mariana Islands,1973,14605.0
Norway,1973,3959705.0
Oman,1973,806989.0
Pakistan,1973,63062204.0
Palau,1973,12045.0
Panama,1973,1653257.0
Papua New Guinea,1973,2652586.0
Paraguay,1973,2659084.0
Peru,1973,14447649.0
Philippines,1973,39026082.0
Pitcairn,1973,77.0
Poland,1973,33597810.0
Portugal,1973,8923928.0
Puerto Rico,1973,2833147.0
Qatar,1973,142111.0
Reunion,1973,478911.0
Romania,1973,21233593.0
Russia,1973,132254362.0
Rwanda,1973,4102336.0
St. Barthélemy,1973,2471.0
St. Helena,1973,5076.0
St. Kitts and Nevis,1973,44314.0
St. Lucia,1973,107461.0
St. Martin,1973,21417.0
St. Vincent and the Grenadines,1973,93516.0
St.-Pierre-et-Miquelon,1973,5736.0
Samoa,1973,148889.0
San Marino,1973,19467.0
Sao Tome and Principe,1973,79026.0
Saudi Arabia,1973,6697486.0
Senegal,1973,4625377.0
Serbia,1973,8337076.0
Serbia and Montenegro,1973,8921065.0
Serbia excluding Kosovo,1973,7085418.0
Seychelles,1973,56605.0
Sierra Leone,1973,2656380.0
Singapore,1973,2191924.0
Slovak Republic,1973,4651493.0
Slovenia,1973,1709974.0
Solomon Islands,1973,179354.0
Somalia,1973,3526527.0
Somaliland,1973,
South Africa,1973,24384538.0
South Ossetia,1973,
Spain,1973,35104633.0
Sri Lanka,1973,13253063.0
Sudan,1973,11283574.0
Suriname,1973,368342.0
Svalbard,1973,2421.0
Swaziland,1973,486656.0
Sweden,1973,8146472.0
Switzerland,1973,6311468.0
Syria,1973,7066474.0
Taiwan,1973,15525333.0
Tajikistan,1973,3212446.0
Tanzania,1973,14984973.0
Thailand,1973,40164969.0
Timor-Leste,1973,652017.0
Togo,1973,2303345.0
Tokelau,1973,1574.0
Tonga,1973,86985.0
Transnistria,1973,
Trinidad and Tobago,1973,982594.0
Tunisia,1973,5405354.0
Turkey,1973,37366922.0
Turkmenistan,1973,2385039.0
Turks and Caicos Islands,1973,6132.0
Tuvalu,1973,7538.0
Uganda,1973,10256342.0
Ukraine,1973,48127170.0
United Arab Emirates,1973,382823.0
United Kingdom,1973,56039166.0
United States,1973,215092900.0
Uruguay,1973,2822084.0
USSR,1973,249722104.0
Uzbekistan,1973,13170848.0
Wallis et Futuna,1973,8809.0
Vanuatu,1973,93761.0
Venezuela,1973,12636971.0
West Bank and Gaza,1973,1227160.0
West Germany,1973,61808548.0
Western Sahara,1973,70407.0
Vietnam,1973,46604726.0
Virgin Islands (U.S.),1973,77310.0
North Yemen (former),1973,5161012.0
South Yemen (former),1973,1609417.0
Yemen,1973,6487853.0
Yugoslavia,1973,20371551.0
Zambia,1973,4644329.0
Zimbabwe,1973,5768382.0
Åland,1973,21280.0
South Sudan,1973,3917450.0
Curaçao,1973,148619.0
Sint Maarten (Dutch part),1973,8428.0
St. Martin (French part),1973,
Antarctica,1973,
Bouvet Island,1973,
British Indian Ocean Territory,1973,
Clipperton,1973,
French Southern and Antarctic Lands,1973,
Gaza Strip,1973,
Heard and McDonald Islands,1973,
Northern Marianas,1973,
South Georgia and the South Sandwich Islands,1973,
US Minor Outlying Islands,1973,
Virgin Islands,1973,
West Bank,1973,
Abkhazia,1974,
Afghanistan,1974,12315553.0
Akrotiri and Dhekelia,1974,12623.0
Albania,1974,2358467.0
Algeria,1974,16247113.0
American Samoa,1974,29491.0
Andorra,1974,29514.0
Angola,1974,6923749.0
Anguilla,1974,6596.0
Antigua and Barbuda,1974,68655.0
Argentina,1974,25644505.0
Armenia,1974,2766495.0
Aruba,1974,60525.0
Australia,1974,13725400.0
Austria,1974,7617432.0
Azerbaijan,1974,5596160.0
Bahamas,1974,185097.0
Bahrain,1974,252139.0
Bangladesh,1974,69837960.0
Barbados,1974,244539.0
Belarus,1974,9306472.0
Belgium,1974,9751592.0
Belize,1974,131306.0
Benin,1974,3184547.0
Bermuda,1974,54507.0
Bhutan,1974,336677.0
Bolivia,1974,4902173.0
Bosnia and Herzegovina,1974,3930283.0
Botswana,1974,792513.0
Brazil,1974,105846274.0
British Virgin Islands,1974,10380.0
Brunei,1974,154395.0
Bulgaria,1974,8688112.0
Burkina Faso,1974,6040044.0
Burundi,1974,3623853.0
Cambodia,1974,7561583.0
Cameroon,1974,7529704.0
Canada,1974,22823272.0
Cape Verde,1974,272509.0
Cayman Islands,1974,11494.0
Central African Republic,1974,1975968.0
Chad,1974,4000511.0
Channel Islands,1974,125680.0
Chile,1974,10255074.0
China,1974,888132761.0
Christmas Island,1974,1200.0
Cocos Island,1974,448.0
Colombia,1974,24208022.0
Comoros,1974,248921.0
"Congo, Dem. Rep.",1974,22282079.0
"Congo, Rep.",1974,1509880.0
Cook Is,1974,20808.0
Costa Rica,1974,2045580.0
Cote d'Ivoire,1974,6307936.0
Croatia,1974,4484521.0
Cuba,1974,9315371.0
Cyprus,1974,642335.0
Czech Republic,1974,9996356.0
Czechoslovakia,1974,14659627.0
Denmark,1974,5039920.0
Djibouti,1974,205157.0
Dominica,1974,71811.0
Dominican Republic,1974,5019471.0
East Germany,1974,16843194.0
Ecuador,1974,6798205.0
Egypt,1974,37815578.0
El Salvador,1974,4053958.0
Equatorial Guinea,1974,249587.0
Eritrea,1974,2013382.0
Eritrea and Ethiopia,1974,34587598.0
Estonia,1974,1410492.0
Ethiopia,1974,31855294.0
Faeroe Islands,1974,40116.0
Falkland Is (Malvinas),1974,1932.0
Fiji,1974,565386.0
Finland,1974,4691818.0
France,1974,52647616.0
French Guiana,1974,54520.0
French Polynesia,1974,126483.0
Gabon,1974,636702.0
Gambia,1974,505512.0
Georgia,1974,4871634.0
Germany,1974,78713928.0
Ghana,1974,9604280.0
Gibraltar,1974,25266.0
Greece,1974,8952862.0
Greenland,1974,49231.0
Grenada,1974,93151.0
Guadeloupe,1974,326784.0
Guam,1974,91381.0
Guatemala,1974,6069077.0
Guernsey,1974,53780.0
Guinea,1974,4340748.0
Guinea-Bissau,1974,764974.0
Guyana,1974,730227.0
Haiti,1974,5047948.0
Holy See,1974,711.0
Honduras,1974,3015606.0
"Hong Kong, China",1974,4243512.0
Hungary,1974,10495442.0
Iceland,1974,215465.0
India,1974,607446519.0
Indonesia,1974,127465232.0
Iran,1974,31784896.0
Iraq,1974,11312304.0
Ireland,1974,3128000.0
Isle of Man,1974,60098.0
Israel,1974,3239561.0
Italy,1974,54961926.0
Jamaica,1974,1989880.0
Japan,1974,109495053.0
Jersey,1974,71646.0
Jordan,1974,1929939.0
Kazakhstan,1974,13950987.0
Kenya,1974,12997447.0
Kiribati,1974,54382.0
North Korea,1974,15960127.0
South Korea,1974,34091816.0
United Korea (former),1974,50169880.0
Kosovo,1974,1512546.0
Kuwait,1974,988267.0
Kyrgyz Republic,1974,3234611.0
Lao,1974,2987544.0
Latvia,1974,2441588.0
Lebanon,1974,2535503.0
Lesotho,1974,1122484.0
Liberia,1974,1582584.0
Libya,1974,2514373.0
Liechtenstein,1974,22984.0
Lithuania,1974,3269546.0
Luxembourg,1974,351190.0
"Macao, China",1974,250550.0
"Macedonia, FYR",1974,1784395.0
Madagascar,1974,7360271.0
Malawi,1974,5141138.0
Malaysia,1974,12025930.0
Maldives,1974,132122.0
Mali,1974,6368351.0
Malta,1974,306291.0
Marshall Islands,1974,24536.0
Martinique,1974,328073.0
Mauritania,1974,1290755.0
Mauritius,1974,878355.0
Mayotte,1974,43734.0
Mexico,1974,59090495.0
"Micronesia, Fed. Sts.",1974,62477.0
Moldova,1974,3795653.0
Monaco,1974,24835.0
Mongolia,1974,1438423.0
Montenegro,1974,546569.0
Montserrat,1974,11733.0
Morocco,1974,17466606.0
Mozambique,1974,10141147.0
Myanmar,1974,29916827.0
Namibia,1974,881530.0
Nauru,1974,6972.0
Nepal,1974,13028248.0
Netherlands,1974,13493460.0
Netherlands Antilles,1974,165022.0
New Caledonia,1974,123976.0
New Zealand,1974,3042573.0
Ngorno-Karabakh,1974,
Nicaragua,1974,2711847.0
Niger,1974,5026744.0
Nigeria,1974,61857023.0
Niue,1974,4191.0
Norfolk Island,1974,1812.0
Northern Cyprus,1974,
Northern Mariana Islands,1974,14978.0
Norway,1974,3984291.0
Oman,1974,841947.0
Pakistan,1974,64873705.0
Palau,1974,12195.0
Panama,1974,1699114.0
Papua New Guinea,1974,2730859.0
Paraguay,1974,2723523.0
Peru,1974,14832839.0
Philippines,1974,40149959.0
Pitcairn,1974,73.0
Poland,1974,33877397.0
Portugal,1974,9054924.0
Puerto Rico,1974,2881783.0
Qatar,1974,153593.0
Reunion,1974,481689.0
Romania,1974,21451256.0
Russia,1974,133012558.0
Rwanda,1974,4226836.0
St. Barthélemy,1974,2506.0
St. Helena,1974,5131.0
St. Kitts and Nevis,1974,44327.0
St. Lucia,1974,108534.0
St. Martin,1974,21611.0
St. Vincent and the Grenadines,1974,94572.0
St.-Pierre-et-Miquelon,1974,5817.0
Samoa,1974,150219.0
San Marino,1974,19565.0
Sao Tome and Principe,1974,80670.0
Saudi Arabia,1974,7045477.0
Senegal,1974,4764623.0
Serbia,1974,8416250.0
Serbia and Montenegro,1974,9004410.0
Serbia excluding Kosovo,1974,7149830.0
Seychelles,1974,58102.0
Sierra Leone,1974,2709797.0
Singapore,1974,2228896.0
Slovak Republic,1974,4697153.0
Slovenia,1974,1725967.0
Solomon Islands,1974,186338.0
Somalia,1974,3644572.0
Somaliland,1974,
South Africa,1974,25040940.0
South Ossetia,1974,
Spain,1974,35509391.0
Sri Lanka,1974,13502870.0
Sudan,1974,11668674.0
Suriname,1974,365104.0
Svalbard,1974,2476.0
Swaziland,1974,501596.0
Sweden,1974,8169141.0
Switzerland,1974,6341051.0
Syria,1974,7311685.0
Taiwan,1974,15824000.0
Tajikistan,1974,3313144.0
Tanzania,1974,15477155.0
Thailand,1974,41259539.0
Timor-Leste,1974,661528.0
Togo,1974,2356623.0
Tokelau,1974,1576.0
Tonga,1974,87609.0
Transnistria,1974,
Trinidad and Tobago,1974,997052.0
Tunisia,1974,5526768.0
Turkey,1974,38272701.0
Turkmenistan,1974,2452528.0
Turks and Caicos Islands,1974,6346.0
Tuvalu,1974,7613.0
Uganda,1974,10533627.0
Ukraine,1974,48455120.0
United Arab Emirates,1974,451948.0
United Kingdom,1974,56122405.0
United States,1974,217001865.0
Uruguay,1974,2824069.0
USSR,1974,252113903.0
Uzbekistan,1974,13578783.0
Wallis et Futuna,1974,8919.0
Vanuatu,1974,96793.0
Venezuela,1974,12994025.0
West Bank and Gaza,1974,1276368.0
West Germany,1974,62050486.0
Western Sahara,1974,70210.0
Vietnam,1974,47661770.0
Virgin Islands (U.S.),1974,81802.0
North Yemen (former),1974,5280986.0
South Yemen (former),1974,1643250.0
Yemen,1974,6626208.0
Yugoslavia,1974,20549722.0
Zambia,1974,4810810.0
Zimbabwe,1974,5967861.0
Åland,1974,21489.0
South Sudan,1974,4015271.0
Curaçao,1974,149686.0
Sint Maarten (Dutch part),1974,8978.0
St. Martin (French part),1974,
Antarctica,1974,
Bouvet Island,1974,
British Indian Ocean Territory,1974,
Clipperton,1974,
French Southern and Antarctic Lands,1974,
Gaza Strip,1974,
Heard and McDonald Islands,1974,
Northern Marianas,1974,
South Georgia and the South Sandwich Islands,1974,
US Minor Outlying Islands,1974,
Virgin Islands,1974,
West Bank,1974,
Abkhazia,1975,
Afghanistan,1975,12582954.0
Akrotiri and Dhekelia,1975,12712.0
Albania,1975,2411229.0
Algeria,1975,16709098.0
American Samoa,1975,29932.0
Andorra,1975,30706.0
Angola,1975,7107334.0
Anguilla,1975,6630.0
Antigua and Barbuda,1975,69253.0
Argentina,1975,26066975.0
Armenia,1975,2825650.0
Aruba,1975,60655.0
Australia,1975,13892674.0
Austria,1975,7628138.0
Azerbaijan,1975,5693796.0
Bahamas,1975,188882.0
Bahrain,1975,266686.0
Bangladesh,1975,71247153.0
Barbados,1975,246033.0
Belarus,1975,9365830.0
Belgium,1975,9769006.0
Belize,1975,133261.0
Benin,1975,3262959.0
Bermuda,1975,54994.0
Bhutan,1975,349146.0
Bolivia,1975,5009259.0
Bosnia and Herzegovina,1975,3971608.0
Botswana,1975,822029.0
Brazil,1975,108431284.0
British Virgin Islands,1975,10476.0
Brunei,1975,160799.0
Bulgaria,1975,8727332.0
Burkina Faso,1975,6154548.0
Burundi,1975,3676991.0
Cambodia,1975,7551988.0
Cameroon,1975,7740196.0
Canada,1975,23140609.0
Cape Verde,1975,272575.0
Cayman Islands,1975,12238.0
Central African Republic,1975,2017379.0
Chad,1975,4088858.0
Channel Islands,1975,126417.0
Chile,1975,10420590.0
China,1975,905580445.0
Christmas Island,1975,1234.0
Cocos Island,1975,454.0
Colombia,1975,24756969.0
Comoros,1975,256309.0
"Congo, Dem. Rep.",1975,22902275.0
"Congo, Rep.",1975,1556406.0
Cook Is,1975,20355.0
Costa Rica,1975,2097410.0
Cote d'Ivoire,1975,6606395.0
Croatia,1975,4500868.0
Cuba,1975,9438445.0
Cyprus,1975,649755.0
Czech Republic,1975,10058165.0
Czechoslovakia,1975,14771097.0
Denmark,1975,5061289.0
Djibouti,1975,224182.0
Dominica,1975,72091.0
Dominican Republic,1975,5149934.0
East Germany,1975,16796475.0
Ecuador,1975,6987393.0
Egypt,1975,38624410.0
El Salvador,1975,4147525.0
Equatorial Guinea,1975,238240.0
Eritrea,1975,2070145.0
Eritrea and Ethiopia,1975,35423605.0
Estonia,1975,1422070.0
Ethiopia,1975,32568539.0
Faeroe Islands,1975,40529.0
Falkland Is (Malvinas),1975,1917.0
Fiji,1975,576592.0
Finland,1975,4711459.0
France,1975,53010727.0
French Guiana,1975,56221.0
French Polynesia,1975,130619.0
Gabon,1975,649719.0
Gambia,1975,521070.0
Georgia,1975,4908265.0
Germany,1975,78667327.0
Ghana,1975,9831409.0
Gibraltar,1975,25443.0
Greece,1975,9030080.0
Greenland,1975,49582.0
Grenada,1975,92453.0
Guadeloupe,1975,327525.0
Guam,1975,93354.0
Guatemala,1975,6237963.0
Guernsey,1975,53714.0
Guinea,1975,4359735.0
Guinea-Bissau,1975,778482.0
Guyana,1975,740167.0
Haiti,1975,5140357.0
Holy See,1975,729.0
Honduras,1975,3107735.0
"Hong Kong, China",1975,4355301.0
Hungary,1975,10541344.0
Iceland,1975,217958.0
India,1975,621703641.0
Indonesia,1975,130724118.0
Iran,1975,32730555.0
Iraq,1975,11684585.0
Ireland,1975,3180805.0
Isle of Man,1975,60941.0
Israel,1975,3336760.0
Italy,1975,55268549.0
Jamaica,1975,2017830.0
Japan,1975,110804519.0
Jersey,1975,72283.0
Jordan,1975,1985121.0
Kazakhstan,1975,14136006.0
Kenya,1975,13486241.0
Kiribati,1975,55169.0
North Korea,1975,16274740.0
South Korea,1975,34713078.0
United Korea (former),1975,51068402.0
Kosovo,1975,1526314.0
Kuwait,1975,1051187.0
Kyrgyz Republic,1975,3299001.0
Lao,1975,3047864.0
Latvia,1975,2457027.0
Lebanon,1975,2575693.0
Lesotho,1975,1149090.0
Liberia,1975,1628656.0
Libya,1975,2621730.0
Liechtenstein,1975,23435.0
Lithuania,1975,3299819.0
Luxembourg,1975,353984.0
"Macao, China",1975,248213.0
"Macedonia, FYR",1975,1803009.0
Madagascar,1975,7575757.0
Malawi,1975,5292816.0
Malaysia,1975,12311782.0
Maldives,1975,136434.0
Mali,1975,6482276.0
Malta,1975,307597.0
Marshall Islands,1975,25580.0
Martinique,1975,327841.0
Mauritania,1975,1328687.0
Mauritius,1975,892208.0
Mayotte,1975,45484.0
Mexico,1975,60872399.0
"Micronesia, Fed. Sts.",1975,63146.0
Moldova,1975,3838911.0
Monaco,1975,25201.0
Mongolia,1975,1479650.0
Montenegro,1975,554262.0
Montserrat,1975,11780.0
Morocco,1975,17854614.0
Mozambique,1975,10405000.0
Myanmar,1975,30640635.0
Namibia,1975,905647.0
Nauru,1975,7070.0
Nepal,1975,13313487.0
Netherlands,1975,13611064.0
Netherlands Antilles,1975,166281.0
New Caledonia,1975,128216.0
New Zealand,1975,3082883.0
Ngorno-Karabakh,1975,
Nicaragua,1975,2796748.0
Niger,1975,5171029.0
Nigeria,1975,63565598.0
Niue,1975,3972.0
Norfolk Island,1975,1817.0
Northern Cyprus,1975,
Northern Mariana Islands,1975,15232.0
Norway,1975,4006221.0
Oman,1975,882044.0
Pakistan,1975,66791496.0
Palau,1975,12280.0
Panama,1975,1745207.0
Papua New Guinea,1975,2809692.0
Paraguay,1975,2790964.0
Peru,1975,15229951.0
Philippines,1975,41295129.0
Pitcairn,1975,70.0
Poland,1975,34168112.0
Portugal,1975,9185876.0
Puerto Rico,1975,2931932.0
Qatar,1975,164333.0
Reunion,1975,484776.0
Romania,1975,21665780.0
Russia,1975,133788113.0
Rwanda,1975,4359166.0
St. Barthélemy,1975,2556.0
St. Helena,1975,5178.0
St. Kitts and Nevis,1975,44278.0
St. Lucia,1975,109770.0
St. Martin,1975,21807.0
St. Vincent and the Grenadines,1975,95614.0
St.-Pierre-et-Miquelon,1975,5883.0
Samoa,1975,151383.0
San Marino,1975,19732.0
Sao Tome and Principe,1975,82607.0
Saudi Arabia,1975,7428705.0
Senegal,1975,4900491.0
Serbia,1975,8497168.0
Serbia and Montenegro,1975,9088137.0
Serbia excluding Kosovo,1975,7214912.0
Seychelles,1975,59589.0
Sierra Leone,1975,2765914.0
Singapore,1975,2262393.0
Slovak Republic,1975,4744482.0
Slovenia,1975,1742626.0
Solomon Islands,1975,193447.0
Somalia,1975,3880955.0
Somaliland,1975,
South Africa,1975,25698856.0
South Ossetia,1975,
Spain,1975,35909042.0
Sri Lanka,1975,13755990.0
Sudan,1975,12075841.0
Suriname,1975,362651.0
Svalbard,1975,2532.0
Swaziland,1975,517100.0
Sweden,1975,8192693.0
Switzerland,1975,6356178.0
Syria,1975,7564000.0
Taiwan,1975,16132000.0
Tajikistan,1975,3412819.0
Tanzania,1975,15980265.0
Thailand,1975,42334954.0
Timor-Leste,1975,661634.0
Togo,1975,2410446.0
Tokelau,1975,1574.0
Tonga,1975,88347.0
Transnistria,1975,
Trinidad and Tobago,1975,1011487.0
Tunisia,1975,5652478.0
Turkey,1975,39185637.0
Turkmenistan,1975,2520002.0
Turks and Caicos Islands,1975,6546.0
Tuvalu,1975,7685.0
Uganda,1975,10827071.0
Ukraine,1975,48758986.0
United Arab Emirates,1975,531265.0
United Kingdom,1975,56179925.0
United States,1975,218963561.0
Uruguay,1975,2830172.0
USSR,1975,254504019.0
Uzbekistan,1975,13980997.0
Wallis et Futuna,1975,9118.0
